  200    4000
  177     173     249
  105      75     412
  155     112     135
   31     166     120
  109     118      38
   74      37      79
   80     179      85
   16      86     352
    3     111      53
   93     195      16
  155       7     393
  111     141     442
  121      27     265
   32      24     258
  156      87      25
   82     130      40
    2      43     216
   41      87     111
  181      41     497
   30     168     117
  188     124       6
  171     111     207
   58      22     498
  110      20      13
  130      38     147
  189     151     222
  111      24     493
   68      96      93
  126      87       8
  117     118     493
  138     147     459
  150     158     309
   34     103     289
   33     141     338
   90     119      56
   75     120     134
   40     197     129
   95     112     290
  103      93     345
  166     111     406
  191     179     193
   14      90     142
   19      80      43
  154      58     204
   88     150     110
   28      80     298
   16     159     288
   79       9     224
  122      65     498
  114       8     171
  164     185     301
  197     169     323
   82      98     370
   13     163     231
   42     143     402
   78      82     463
  150     148      74
   31       8     493
   42      88     109
  129      46     339
   76     191      40
  149      50     161
  171       1     381
  188     156     220
   45     158     344
    2     156     353
  150     188     136
  170     102     171
   55     144     384
  133     115     269
  190     164     127
  134      87      53
  139      74     399
  174     188     220
  111      38     314
  103      57     311
  187      66     252
  183     126       8
  132      25     432
  197     197     456
  127      79      81
  177     195     319
   20     130     324
   58       2     296
  105     151     269
  164      74     347
   39     185      24
   77      75     147
  111     161     370
  156     152      68
  164     104     285
  107      60     325
    9     141     137
   96      16     466
  134     126     288
  111      84     307
  123      89      44
  173      71     369
  152     127     275
   76      65     194
   12     134     125
    3      53     284
   46      15     160
  153      71     455
   31     139     220
  198     120     477
  118     151     442
  196      82     107
    1      72     151
  184      35     412
   70     111       4
  147     102     412
  147     189     131
   29     158     409
   54     157     142
   71      20      67
   74     180      70
   88      94     143
  152     149     113
   41     135     368
   29      85     240
   12     159      33
   39       1      51
  154      31      79
   54     105     491
   78     144      66
   77      75     363
   86     141       5
   83     185      95
  185     200     250
  120     153     494
   81      23     267
  190     152      69
  186      15     207
   39      96     138
   29     110     290
   19      46     406
   93       8     129
   41      37     247
  131     182     266
    2      47     194
   48     124     405
  159      32      92
  152     156     287
  182     132     361
   87      41     351
  114      18     219
   51     174     465
   60     129     375
   16      45      79
   78     161     348
  148     183     111
  158     127      92
   64     197     306
  137     145     286
   78     129     427
   89     138     150
  110      10     328
    6     126     258
  185     119     431
  142     165     250
   95      45     420
  126      56     432
  194      35      19
   22      37     163
  129      97     122
  161     142     300
   44      68     114
  160      37     361
  180      34     453
   24     182     402
   59      76      31
   47     120     162
  126      60     293
  118     196     484
   38      40     153
  166      76     295
   15      14      83
  160       9     104
  101      88     185
   87      61     210
  109     168     291
    9      39     217
  148     194      75
  124     191     217
  128     129     253
   43     178     490
  112      89      59
  117     177     430
  144     166     492
   90      49     202
   24      91     452
   19      14     305
  174     143     291
  186     101     314
   13      90     446
  122     174     249
  145      11     181
    3      17     347
  117     162     236
   13     149     463
   67      47     479
   91     148     234
   92      52     240
  110       3     335
   35      50      19
  133     131     473
   76      90     371
  173     156     305
  124      43     259
   63      99     500
  119     123     488
   35     185     228
  198     143     287
   97      21     177
   99      96     176
  151     118     417
  131      53      36
   84      51     284
  142     119     195
   23     173     270
   30      75     242
  161      66     318
   59      88     349
  106     148     135
  143     190     335
   59      24      18
  131     118     339
  196      99      93
  178      77     248
   15     105     489
  143     199     447
  171      89     202
  105     151     264
   42      69     155
   62     102      66
   26     151     117
   23      13     203
  114      93     390
  106     160     481
   11       5     235
  111     186     133
   41     126     427
   56     142     234
   33      60      80
   76     129     484
  158     141     419
  200     138     280
   37      44     302
  154      87     374
   70     115     138
   50      60     460
   81     159      39
   13     114     330
   11      99     306
  154     190     190
   27     118     394
   74      42      12
  186      74     278
  197     182      91
    4      59     196
  139      94      60
  107     150     169
   60      67     453
    1     159     347
  199      49     120
  156      59     465
   97      19      48
   40      77     339
  105      14     302
  102     194     232
   80      60     202
  190      22      44
   87      33     176
   52     107     330
   56      41     114
   32      63      44
   70     135     436
  200      85     371
   91     118     233
   16     104     333
  189      80     207
  183     172     183
  138     159     273
   18     119     337
  144     171     220
  127      51      67
   77     133     150
   15       4      44
  150      18     343
   16      33     446
  113      50     462
  152      22     146
   37       8     259
   56     121      68
   75      47     207
  103     159     210
  100      71     420
   90     165     317
   45      34     255
   58      36     299
  193     197     250
   65       3     302
   86     149       7
  192      72     469
   77      65     420
  137      67     236
   87      60     153
  168      81     126
    5      42     108
   94     135     234
  116     159      63
  191       3     442
  179     144      34
  120     157     360
  168      64     155
  178      84     388
  100     142      17
  158     153     236
  140      38     461
   69      56     130
  139      31     370
   42      31     224
  113      27     239
  106      38      67
   79     105     131
   93      40     100
  172      66     115
  149      26     451
    9     175      22
  180     179     251
   10      84     390
  167     101     219
  168      82     320
   99      78     336
  124      11      83
  104      50     326
  192     193     385
   79     100     293
  173     136     206
   66     123     228
  105     144     141
   73      26     175
  130      66     283
   67       4     445
  116     182     381
   89     182     271
   58      64     458
  162     102     112
   60     139     463
   49      95     221
  127      80     268
  157     183     472
   59      58     359
  139      67     474
  179     152     346
   82     200     171
   42     186      98
   84     124     455
  143      76     261
  180     128     238
  109     114     347
  138     132     425
  192     136     454
  111     127     448
    6      69     460
   27       4     146
   67      79     299
  111      53     475
   89      91     151
  176      80     270
  130      44     230
   69     108     444
  129      81      10
   97     118      98
   95     169     121
  187      44     433
    9     164      27
   42      30      99
   18     110     365
   89     102     124
  134      50     175
  101     156     130
  198      20     163
  120      68     434
   75     200     400
   26     116     140
  193     137     272
  150     159     401
   29      98     262
   19     110     289
   84      45     248
  107     128      50
   33     168     304
  124      98     317
  143      30     314
  187      19     102
   50     101     259
  170     190     173
   57       8       7
    3     177     320
  176     125     286
   98     150     286
  199      65     244
   73     110     262
   29      39     134
   54     163     411
  178      11     252
   31     187     276
   82      16       8
   43      63     453
   47     162     161
   32     164     201
   66     106     214
   85     104     344
  186     104     489
  165      84     496
  102     156      75
   30      60      16
  186     126     105
  200      40     362
  113     163     362
   84     196     492
   35     166      93
   10      59     217
   60      80      92
   73     156     326
  143      46     172
   74      64     385
   77      99     443
   41     130     468
   15      39       6
  111      13      76
  140      24     418
  167      30     385
  106      77     137
   95      46     172
   63     144      75
  128       1      27
  156     161     300
   79      96     188
   70     163     189
   99      48     488
   32     117     193
   45      15      47
   97      20      10
  160      67     247
  129     134     271
  172     146     377
  169      85     290
  192     122      56
   86      40     228
  176      22     354
  165      83       9
   93     135     230
  108      14     296
   74     152     305
   55     156     166
   67      58     205
  193     161      57
   76      64     500
   63     199     417
   14      17     247
  102     130     312
  128      90       5
   21      44     163
  109     111     392
  140      34     361
   70      86     284
  116      38     300
   30     200      93
   11     137     107
   20      67     430
  198     189     420
   67      58      16
  191      69     178
  146      32      62
   35      48     405
  181      61     189
  108     198      17
  158      92     110
  191      74     407
   32     198     331
  173      94     162
    4      63     337
  123     171     493
   54      72     135
   23      86     304
  185     168     499
   98      58     312
   64     101      56
   19     126     299
  114     168     312
  110     177     458
  193      28     231
   52     163     159
   24      31     445
    5     105     429
   68     163      54
   14      24     199
   54      46     408
  175       7     380
   33      48     226
  200      14     262
    5     165     306
    1       6      78
   43     171     237
  195     125     128
   63     175     342
  119      22     377
  165      30     260
  180     166     413
  138     130      75
   94     140     345
   46      24     230
   23      81     490
  102     107     199
  152      83     473
   73     142     341
  108     196     281
   66       2     490
  148     147     497
  169      83     106
   39      93     398
  195     146      78
  197      25     249
   44       2     411
   75     106     224
  134      93      12
  161     151     149
   62      57     239
   94      37      35
   56      61     278
  190      12     101
  105     193     313
  155     149     272
  194     150     395
   32      21      63
    3     180     400
    4      50     154
  114     114     338
   22     189     316
  128      70     319
  103     200     402
  168      69     160
   22      59     316
    9     112     296
  164     192     361
   37      11     291
   22      91     321
   13     168     454
  164     114     109
  178     183      52
  182      79      53
   29     181     464
  123     119     345
   15      78      52
   58     174     381
  125     162     479
   49     109     406
   98      99     404
  108     125     277
   90       9     167
  174      67      86
  170      12     327
  113     196      82
  142     171     478
   13      88     123
   84     149     163
   59     172     300
    3      45     176
  138      22     236
    5      44      40
   16       7     480
  174       5     194
  183     116     102
    8      13     100
  137     103      20
   42     182     461
   84     123     326
   34      15     359
  133     107     209
    1     136     350
  165      96     381
   83      71     499
   95      70     264
  174      11      96
   41     163      37
   23     163     346
  198     105     320
  126     198     400
  200      14     314
   93     138     360
  180      28      26
  159     107     411
   68     114     400
   15     131     378
  193      81     155
  168     110     313
   52      62     251
    2      19     312
   65     121       3
   42     103      90
  141      16     151
  159       3     254
   67      74     343
   71     116     450
  195       8     350
   83       1     141
   76      72     449
   42      90     473
   95     106     430
  132       6     341
  116     122     289
  158      85     139
  129      84     144
  180     121     192
  192      32     242
   74      30      85
  111     185     434
   50      82     306
  120      11     205
   93     149     141
  191     181      11
   30      98     431
  193      92     169
  190      16     198
  154      40      88
  188     129     489
   78     193     256
  166      99     183
   26     159     309
   52      87      91
   82      93     378
   97      64      52
   14      49       7
  121     112     325
   82      39     444
   50     105     190
  154     198     197
  192       2     105
    1      93     351
   87       4     469
  101     110     389
   59      25     106
    4      41      85
  100      79     403
  110      72     387
  174      94     339
   32      68     319
  147      68     367
   47     186     326
  152     163     434
   25      58     316
  138      15     370
  125     120     307
   93      98     446
   12     141     465
  183      70     341
  127      87     167
  179      70     106
   15      45     461
  154     176     419
   61     116     433
  171      10     132
   96     176     187
   57     145     292
  179     199      47
  154     106     417
   59      94     267
  136     133     450
   22      93     412
  136      87     129
   16      23     266
  161     164     204
  126     174     446
   31      23     449
   93     112     261
  139      38     261
  174      76     125
  200      45     156
   88     115     155
  151      31     267
  152     101      72
    1     117     163
   80     126      73
  135      52      27
  148      33     158
   67      90     313
   85      31     197
  113      46     270
   75     126     413
  131      99     338
   85     157     291
  170     111     393
  159     156     170
  198      76      38
   64      17     184
   55     139     194
   53      92     312
   42      42     229
  167       6     472
   50     121      39
   94     150     210
  186      89     393
  145     182     258
   66      18     323
  123     139     214
   49     137     364
   78      95     389
  114      10      34
   55      62     244
  170      63     170
   48     101     130
   94      29     228
  154      66     162
  126      72     121
   54     177     304
  115     140     289
   11     135      41
    7      60     252
   75       9     211
  102      64     307
  109     134     469
   68     176     293
  199     161     368
  151     126     410
  126     159     321
   77     108     495
    5     194     180
   38      77     260
  109      48     173
   89     151     319
   37      25     287
   69      43     268
  178      48     256
   46     176     121
  155     146     415
  112      87      52
  130     115     368
  200     119     465
   87      62     414
   90     195      44
   35      88     152
   28      35     259
   15      50     452
  194      48     278
  101      57     385
    6       5     328
   10       9     245
  141     151     335
   74      35     112
  105      53     259
  127      84     338
  116     181     124
  103     190      79
    7      76     203
  102     200     493
  128     103     277
  180     189     133
   57      91      33
   76       9     242
   61     166     348
   41      25     103
  184     186     437
  102     109     152
    4     165     149
   18     187     233
   28     147     348
  102      91      81
   21      33       9
  180     152     185
   92     168     369
   49      60     490
   99      89     354
   65      25     474
   55      82      37
  109     146     317
  113     183     370
  105      19     396
   74     140      36
   45     175     236
  102      13     314
  169     156      10
   90      24     177
  168     128     433
  100     163     244
   80     110      52
  115     192     227
    1     196     375
   63      80     342
   40      31      71
  185      80     157
  192      95     196
   59     152     433
  138      89     406
   70     178     300
   57      27     379
   94      46     467
  134      15     470
   13      34     192
  155      16     393
  159      26     162
  162      34     272
  118     132     352
  156      18     110
   61     172     293
  137     170     246
  138     123     469
   99      36     214
   93      65     271
   30     199     148
   17      84     120
  159     131      61
  150      78     108
  104      10     288
  192      50      91
  143     109     146
  110      84     115
  192      47      28
  144     164     491
    9     115      56
   74     155     154
  106      21      46
  149      92     255
  143     148     425
  145      90     344
  177      72     485
   44     144      16
  199     195     456
    2     197     277
  190     141      47
   16     103      43
   98     123     241
   38       8      97
  154      79      70
  125      13      82
   31       8     175
   64     156     395
   19      34     487
   29     175      63
  169     129     117
  116     104     369
  132      14     460
  107      94     189
  111     117     412
  165      90     144
  127      61      17
  182      14     469
   43      19     148
  146      22     465
   47      23      14
  135      79       9
  198      70      62
   10      79     228
  146     149     187
    6      78     223
  137      55      69
  111     140      64
   61     140      40
  121     148     120
   23     141     244
   89      92      67
   50      20     491
  189      79     106
   98      98      43
  148     165      24
   94      81     119
  113      88     191
   99      14     259
   20     138     195
  150     185     470
  121      22     370
   86     161      64
   47     147     208
   91     119     217
  136      41     243
   62     181     318
  186      50      43
  127      62     450
  161     194     251
   77     114     367
   88      67     214
   78      64      83
   15     145      30
  175     149      19
  183     196     388
  104     193     338
  146      55     268
  135      34     256
  125      37     161
   45     167     177
   37      69     346
   90     136       9
   43     194     330
   27     133     279
  157      61     128
   36     198     273
   24      88     270
   77     200      22
    3      56     238
  184     164      80
  168     172     269
  181     144     110
  173      47      24
  131     196     345
   61      50     417
   11     170     170
   17     182     246
  107      82      17
  150     180     435
  198     148      55
  171     166     261
  101     145      23
   23     114     135
  139      98     370
   64     147     158
   12     119     465
   65      74     426
   68      48      58
   99      70     180
    9     195     210
   34     159      92
  115      97     257
   80      68     120
  160      61     160
   48      87     365
  199      38     102
  143     142     439
  111     102     397
  177      72      52
  119     130     252
   66      27     212
  172      66     225
   13     139     358
  165     149      76
   17     131     199
  136      58     314
  112      77     243
  156     127     369
  149     117     286
   39      61     354
  154     130     183
  109     143      15
  155      44     330
  154      57     324
   88     130      84
  111     124     380
  147     157     496
   15      62     306
   88     105     335
   94      67     356
   33     140      21
   14     179     375
   64     121     395
   78     104     283
   27     192     263
   24      13      14
   47      83     368
  159      25     137
   11     149     141
   36     188     133
   64      95     401
  195      41     308
   30     129      29
  154     135     225
   51     176       9
  199     195     252
   54     153      80
  148     170     273
   62     196     323
  143      87     227
  116     133     450
   81     134     118
  156     170     423
  141     128     463
  162       1     335
  156      90     307
  131     125     303
   98     142     217
  151     126      42
   85      64     164
  179     137     146
  150      16     455
  147       9     400
   87     154     219
   85     116      37
   30       6      85
  173      66     291
  138      30      25
  114     182      75
  172      62       7
   26      40     419
   74     126      31
  157     100       5
  139     100     362
   40     171      33
   80      36     450
   42     145     470
   51     127     433
  187     162       3
  127      14     124
   88     119     376
  146      49     226
  191     199     452
   90     197     199
   76     198     492
  108      62      14
  174      80     232
  149     180     494
    8      50     158
   29     192      12
  148      87     486
  161     198     226
  163      10     360
  108     153     296
   81     124     273
   84      16     271
  146      70      27
   59      18     291
  198      65     416
   96     128      59
   15     176     495
  140     172     285
  155       7     233
  138      13     126
  200       7     173
  174     148     348
   95     144     228
  103     177     247
  106      96     262
    1      11     435
   88     102       8
  155     132     486
   78      30     278
  135     149     446
  165     162     198
   90     154     167
  164     132     229
   36      97     464
  177      54     289
  146      54     434
   55     129     400
   86     147     301
  163     191     413
    9       8     392
   24     156     248
  185      54     266
   75      30     371
    3     156     277
   39     160     303
   45     165     166
   71      14     241
   15      37     119
   47     145      67
    9      98      27
   38     139     159
   20     113     478
  120      80     296
  180     128      64
  147     194      81
  142     110      32
   90     172     104
   66     166      23
  102     147      18
   21     197      39
   32      90     489
  132      28     298
  182      22      61
  168     124     229
   26      86     246
  123     138      95
  131     198     318
   54      74     199
   87     194      98
   15     118     150
   43      71     139
  197      86     434
   42     159     282
   67      14     470
   42     102       8
  167     160      82
   36     194     152
  156     134      38
   47     121     103
  154     131     116
   66      98     272
   98     139     468
  147      60     477
   63     178     171
  119     151     154
   29     184     374
   68      38     222
   78      98     165
  140       5     256
   36      32     373
  107      12     199
   71      73     451
  189     129     358
  187      93      27
   75      29     268
   44      37     232
  104      59     355
   43     104     133
   58     182     407
   87      54     154
  129     181     475
   47     185     488
   84      38     140
  158     135      32
   89      67     474
  115      81     496
   29     149     234
  174     106     483
  184     197     446
  152      21      66
  166      41     463
   31     195     104
   23     129      56
  134     140     328
  131      89     118
   92     160      81
  179     132     415
   81     132     279
   83     118     473
   94     119     414
  158      18     447
  112      66     180
  154     135      61
  161      23     218
  143     188      84
    2      24     477
   59      45      49
   72      99     434
   28      11     141
   43     107      22
   56     110     259
   45     179     417
   85     106     107
    5     101      82
  174      93     319
  156      36     238
  100      81     269
    2     191     111
  188     114     486
   73     139     334
  180      23     482
   17     122      10
  188      79     243
   30     125      42
  168     127     337
  183     175      45
  133     115      23
   82     170     340
  125     103     100
   57     125      75
  103     122     319
   71     123     383
  145      61     408
  167     147     321
  160     125     161
   67     136      56
  156     148     487
   75      70     286
   38     182     290
  137      63     230
  158     190     156
   42      76     191
  157     119     319
  145      57     134
  171     154     458
  107      16      26
   82      12     242
  190     150      48
  109     159     418
  134      33     299
   72      70     208
   63      27      17
  128     177     371
  159       6     196
  162     122      63
  104     129     262
  139      69     339
  188     164     232
  106      89     177
  122     113     104
  196      56      44
   99      18     389
  161     154     439
   24     143     156
   60      69     339
   47     107     156
  151      21     366
   76     165     205
  109      63     276
   93      14     233
    4     169      41
   90     192     192
  152      67     490
  170     194     479
   63     145     379
   83      55     472
  147      51      77
  120     157     480
  199      58     435
   21      10      62
  170      87     373
   65      13     261
   72      57     156
   56     169     399
  180      68     113
   11      40      45
   87     171     169
   37     159     308
   73      57     484
   29      49     260
  105     196     141
   83     126      53
   74      88      43
   72      67     182
   40     196     407
  130     123     421
  161      74     212
   74     131     224
  182      96     322
   60      52     233
   90      63      10
   64     112     156
  134     118      44
   81      96     264
   25      44     401
  194      61     480
   48     187     275
  138     143     122
  149     166     131
   76     113       9
    5      40     319
  112       3     324
    4     103     323
   18      62     413
  148      10     165
  118     159     443
   64     175      97
   59      64     316
   52     113     267
   44      46      24
    2     117     434
  162     192     174
   50     188     294
   54     134     391
   85      37     442
  105     137      49
   12     187     293
   69     151       7
  198      92     236
  143     122      49
  149      53      19
  108      37     196
   66     114     101
   92     156     496
  123      52     203
   22      93     262
   88      73     220
   58     165     231
  152      46     386
    6     111      70
  128      76     212
  126     118     436
   29     117      45
   24      88     215
   27      41     495
  192      25     387
  197     137      80
  159      83     299
   52      89     294
  152     191     363
  160     149     495
  174     168     234
  150      31     353
   83     144     241
   37      80     287
  138     164     114
   71      17     472
  108      91     383
  165     109     294
  184      90     148
  148      67     318
   54      72     104
   85     197     191
  188      26     139
  151     130     350
   32     107     220
  156     115     388
   98      48     482
  150      32     443
   10      19     490
   85      89     406
   33      48      55
   13      27     461
   16      35     455
   22      98     391
  116     168     325
   14      19      49
  125     104     261
  186      72      93
  139     190     210
   63     140      64
   27     196     106
  139     126     451
  106      43     402
  172       9     139
   96     170     207
  195     120     315
  120     135     475
   78      10     486
  123     161     139
  180     195      34
   84      21     257
  187     135     175
   86     125     345
  125      64     452
  187     145     432
  135     158     408
  103      28     469
  200     197     125
   21     105      20
   43      58     143
   42      46     193
   65      45     337
  177     170     341
  140      77     405
  178       1      87
  121       6      95
  181      28     120
  134      87     186
   32     186     334
   83     116     172
    3     160     408
   58     199     352
   42      31     334
   69      45     323
  153     136      96
  117     178     466
  145      92     500
   91     190     459
  168     126     480
  171     114     454
   44     188     410
  184      60     101
  176      64     351
  147     185     489
  121     178     407
    5      53     426
  170     188     204
   19     190      83
  110      88     178
   47      71     372
  102     152     453
  199     175      55
  186     199      28
   75     145     228
   14     189     448
  197      56     460
  138      55     458
  148     114      58
   11      28     434
  124      12     305
   33     112     348
   96      72     365
  143     128     417
  181      10      25
   87      81     363
  183     154      69
  194     190      60
  161     129     205
   14     120      34
   93     167     235
   65     178     430
   53     159     202
  193      11     352
  161      32     243
   37     155     388
   27     199     146
  150      14     411
  134     164     283
   56      73     108
   83      58     231
  182      22      80
  137      60      11
   54      53     227
   73     135     188
   11     140     130
    4     118     439
  169       8     456
  175     102     395
    9       5     256
   49      46     144
   93     176      49
  174      90     346
   88       9     263
   66     106     264
   30      64     249
  184     125      35
   33       1     412
   32     180     303
    6      63     179
  144      40     233
   63      14     398
   42     134      79
   44     163     186
   78     123     209
  113       6     452
   16     161     135
  170      70     434
  117      50     106
    5     138     156
   23     198      37
  142      81     318
   87      34     133
  175       6      78
  135      66     122
   52     119     395
   18     147     320
   99     128     351
   75      60     373
   49      29     433
   84     125     329
  167     163     269
  120     169     109
   19      88     115
  172     137     217
  133      21     292
    8     114     236
   24      94     244
  162      72     418
   47      15     498
   88      36      35
  165     185      11
  130      14     197
  125      21     439
  113      96     398
  120     177     291
  140      85       4
  171      22     262
   36     141     382
   16     200     228
  135      67     223
  190       5     463
  152     187     214
   75     187     268
  198     198     420
   65      48      70
   56     177     447
  105      39     490
   51     105     433
   67     168     224
   80     130     248
  176      82       7
   42      47     270
  172     146     116
  175     171     405
  175      59     462
  104     160      63
  144      84     291
    3     129     498
   63      43     194
  125     147     403
  187      20     468
  112      17     467
   14     133     490
   15     179     445
   38     141     178
   18     136     450
   22     179     152
   48      36     306
  161      74     239
  133     180     284
   78     147     381
  130      72     163
  186     159     296
  106      26     416
   88      97     449
   33     102     345
  157      29     121
  132     162     153
  156      45     110
   42      35      11
   44      54     265
   19     121      90
  187      88      62
  178      91     347
   81     169     249
  184      54     143
  182      98     253
  112     129     263
  169     151     367
    1      15     310
  200      95     255
  127      94     265
   68      47      39
   79     100     268
   26      99     454
   54     183      98
   83      94     394
    6     124      33
   30      59     167
  154     106     383
   98     114      99
   68     175     301
  126     157     219
   78     107     326
   79     128     370
    4     180     328
  125       9      72
   16      42     243
   41     100      61
  188       5     371
   78     185      69
   63      15      40
   28       1     205
  125      24     472
  172     166     238
  100     193     306
   36      56     221
  138     135     401
  195     157     132
    6     164     202
    1      93     345
   93      99     208
  142     162     267
   33      25     437
   58      96     223
  157     108     265
   40      83     385
   64     170     242
  117      89     237
  196       4     492
   39      31     219
  154      30     196
   54     167     194
   23     166      89
   61     119     365
  147      75      78
   62      97     117
  102       9     373
   81     148     179
   19      18     374
  134      77     122
  199     105     126
  142     147      49
  148      15     246
  165      73     493
  133      64     278
  131     198     468
  127     193     214
  175      96     148
   78      81     413
   28     164      78
   16     111      35
  134      71     229
   36     109      75
   71      19     399
   51     164     469
  189      39     399
  195     186     180
   97      28     401
   93     173     471
   67      85     415
  140      81     483
  193     104     288
   55      56      19
   61     191     438
  169     144     231
   85     105     191
  104     167      61
  103       1     382
  161      40     325
  165     106      65
   90     174      82
   13     185      63
  189      47     370
  190     130     108
   87     130      89
  101     159      24
   51     128     436
  184      54     206
  157     171     324
  120     152      13
   99      74     343
   65      63     249
    7      43     350
   41      27       6
  192       7      73
  123      36     341
    4      71     267
   45     117      11
  200      22     231
  132     128     300
   13     110     149
  100      26     317
  198     163     473
  117     117     305
  115      32     251
   39     117      82
  191     181     472
  166      26     405
  174     169     115
  179     161     261
   44      33     266
  104     195     282
  189     190     332
  173     183     281
  111     126      19
  155     184     245
    2     175      31
  126      98     411
   56       9     453
  129       8     433
  100     183     478
   57     152     329
   49      10      53
   59      37     440
    2     120     275
    3     131     380
  192     151     172
  115      75     275
  158      51      87
  170      73     104
   60      23     495
   18     181     249
  192     198      71
  130      49     243
   99     153     244
  187      40      32
   28      86     405
   68     174     240
   35     103     253
  199      12     355
  181     184     350
  136     151      65
  151      13     325
