  500    5000
  185     447     494
  290     312     472
   77     166      59
  355     262     165
   48      86     102
  268     476     348
  466     448     329
   95     359     130
   89     282     470
  282     335     452
   30     364     213
  150     379     139
   40     246     177
  124     103     129
  417     218     244
  315     180      16
  454     176     340
    5     316     252
  449     331     360
  195     387     459
  221     216     152
  113     148     324
  449     131     126
  436     288     390
  300      27     496
  280     157     331
  222      51     486
   43     448      11
  135     147       1
  487     203     447
  154     195     211
  235      96      31
  157     435     419
  369      12     375
  430     195     352
  457     162     428
  276     190     294
  273     209     413
  272     314     198
  275     351     333
  333      45     429
  357     296      97
  109      95     415
  138      52     342
  410      88     182
  320      87     498
  500     424     142
    9     126     189
  404     405     475
   95      83     119
  408     131     265
  179      70     375
  413     111       3
  413     332      85
  315     311     168
  349     369     475
   61     305     380
  137     451     124
   42     128     234
  152     347     187
  364     256     120
  469      74     244
  435     483     281
  102     291     204
  135     166      58
  249     466      84
    1       4     297
  353     318     159
  230     492      58
  345     323     272
  112     399     314
  360     296     397
  138     120     179
   66      24     487
  373      24     139
   13     203      29
  423     386     465
   30     298     131
  238     435      90
  431     438     195
  173     240     350
  157     218     414
  169     140     173
  397     126     100
  247     421     170
  267     485     413
  374     448     128
  187     438     387
  168     472     470
  217     143      62
   43     271     376
  151     373     111
  500     433     140
  284     267     228
    8     355       4
  311     330      18
  477     124     492
   44     494     378
  107     234     195
  222     316     220
  226      83     429
   99     370     446
   44     364     369
  485     208     109
  112     457     388
  129     216      35
   73     212      33
  319     398     179
  472     368     128
  376     147     394
  220      39     182
  287     328     312
  465     295     490
  396     103     368
  265     217     193
  172     103      42
  195      13     400
  189     295      91
  282     191     315
  465     247     236
  423     417     151
  442     144     202
  380     378     252
  347     206     121
  244     495     225
  372      18     182
  173     406     404
  104      48     491
  465     317     347
  208      34     443
  299     161     156
  193       6     298
  196     305     332
  177     172     482
   54      85     286
  386     344     129
  291     186     386
  138     186     173
    1     391     325
  121     395     332
  261     171     130
  275     390     480
  153     170     211
  349      51     490
  376     472      82
   82     238     394
  499     251     173
  241      48      97
   77      91     293
  445     452     272
   84     143     465
  336      92       1
  131      86      78
  377     443      47
  445     406     442
  490     221     154
   72     128     160
  393      31     216
  312     210     272
  319     160     206
  312       9     446
  403     148     219
  133     124      68
  110     365      69
   80     101     310
  242     255     333
  209     385     383
  365     308      61
  406       1     351
  398     140     280
  417     284     250
  395     151      15
  306      33      80
  472     216     188
  365     241     397
  222     445     323
  233     201      86
  201     241     423
  143      34      77
  251     403     490
  292     339      69
   97     350     403
  138     350     242
  319     349     106
  184     184      71
  226     154     354
  367     186     373
   48     419     367
  271     429     116
  335     247     274
  199     487      25
   92      85     226
  158     292     153
  399      16      59
  365     295     169
   32      65     500
  433      55      27
  214     450     479
  198     304     170
  319     443     345
  386     153     355
   47      98     453
   50      19     162
  332      14     282
  167     371     212
  394     316     107
   37     119     120
  146     352       6
  257     397     235
  108      86      32
   10     152     108
  175      70     199
  213      45      69
  191     189      32
  195     344     238
  196     169     347
    9     171     294
  370       8     327
  277     107      18
  206     265     206
  175     134     118
  174     145     170
  189      14      43
  196     128     489
  338     210     265
  371     168      67
   24     448     201
  200     205     353
   52     160     499
   74     253     303
   96     100     320
  251     247     133
  283     346     276
  170     234     467
  167     289     419
  109      63     244
  447     278     341
  296     386     468
  272     382     455
  352     197     447
  132     304     192
  298     133     316
  343      28      88
  324     346     230
  364     405     252
  337     331      41
  156     338       8
  112     286     160
  124      68     308
   59     125      81
    8     396     161
   96     416     413
  194     388      40
  142     102       9
  295     211     330
  430     333     302
   82     136     385
  170      26      62
  141     148     258
  105      47     339
   81     350      95
   20     469     181
   99     206     469
  223     418     413
  149     380     464
  456     346     119
  237     350     462
  313       4       1
   99     448     171
  460      91     329
  186      94     444
   13     484     426
  434     154     429
  177     360      52
  426     412     111
   67     491      73
  473      24     199
  398     218     176
  475     296     234
   85     474     157
    7     149     480
  455     442     252
  198     375     130
   65     159     482
  249     473     148
  300     104       1
  112     481     390
  231     360     149
  116     196     282
  254     129       9
  217     370     206
  188      81      35
  440     362     338
  349     333     430
  219      81     413
  399      41     153
  160       7       2
  268     314      80
  231     325     238
   53       3     178
   83     486      27
  421     134     278
  124     500     481
  328     225      94
  435     203     386
   56     101     464
  476     193     318
  184     424      50
  420     108     340
   29     221     213
  295     361      58
  427     286     322
  103     215     146
  125     318     425
  153     200     297
  446      45     435
  144      83     326
  194     269     222
  124     445     119
   99     145     154
  257      44     298
   22     102     427
  255     112     226
   68     424       3
  361     180     105
  309     158     358
  393      91     375
    8     208     389
  456      75     479
  377     440      79
  357     171      81
  117     157     457
  171     405     316
  239     419      76
  244      60     195
  330     279      49
  102     231     204
  387      39      27
  284     286     428
  170     495     236
  324     346     462
  376     449      65
  308     125      53
   49     389     280
  480      91     111
    8     429     132
  252     128     381
  250     213      46
  387      48     308
  397      57     276
  436     134      72
  133     167      81
   89      86     211
  246     456     213
  263     242      41
  386     388      28
  155     125     390
  209     150     176
  140     320       9
  378      90     333
  336     384     218
  429     310     220
  363     175      61
    8     222     243
  214     392     370
  265      86     243
  293     217     374
  419      16     491
   64      78      62
  262     283     397
   74     476     207
    6     478     462
  387     495     270
  142     317     208
  131     434     450
  464     461     365
  402     356     486
  222     376     120
   76     211     344
  206      36     153
  137     342     452
    6      90     134
  270     137      38
  230     220     370
   52      24     300
   70      91      51
  449     425     457
  193     248     258
  143     191     275
  379     327     393
  368     337     393
  436     137     374
   29      62     279
  243     468     394
  430     190      64
  447     417     500
  110     202     338
  109     316     434
  204      95     269
   22     150      62
  378      36     145
  181     488     448
   75     110     461
   83     114      86
  351     253      58
  287     173     217
  195      78     179
  480     488     214
   96     149     315
   22      73      86
  172     368     260
   25     315     347
   28     344     233
  407     266     136
  436     418     429
  189     174     101
   85     349     118
  350     491     500
  294     229     320
  258     174      61
  261      16     264
  177     173     385
  338     158     304
  174     143       2
  227     493     494
  242       4     369
  241     168     320
  333     356     449
  297     341      23
  402     220     370
  231      36     258
  239     442     279
  293     493      68
  284     466     497
   18     137      80
  314     267     255
  273     194     201
   63     370     464
  357     297     362
    3     272     212
  416     368     147
   72     327     210
  360     352     214
  332     239     244
   38     110      16
  478     485     383
  130     424     157
   71     409     458
  217     272     184
   46     261     176
   49     249      23
  333     260     330
  185     142     443
  445     174     323
  197     478     446
  186     145     155
  246      85     396
   64     436     471
  252     428      69
   86     113     100
   28     380     313
  300     451     102
  477     129     447
  199     428      66
  224     325     255
  387     381     387
  103     104     458
  290      33     409
  253     332     499
  442     262     459
   19     280     285
   80     155      77
  444     164     301
  140      59     119
  465      14     369
  271     235     216
  460     299     248
  421     113     111
  435      87     222
   71     155     337
   13     335     254
   26     160     304
  398     414     270
  385     299     247
  439     487      22
  357     288     247
  178     282     414
  393      63     371
  133       2     288
  180      95     397
  388     318     133
   40     157     222
   99     335     484
  484     128     283
  238     149      69
  362     223     451
  278     165     330
  178      54     332
  302     124     108
   52     131     440
  470      21     337
  224     211     271
   11     234     390
  281      61     207
  157     248     297
  206      47     157
   45       3     203
  433     117     427
  129     481     265
  394     292     387
   19     288     123
  450     415     239
  390      65      89
  299     497     164
  298      55     309
   63      11     254
   90     141      61
  340      11      30
  399     197      38
   54     325     136
  330     469     442
    6     470     102
   76     324     106
    9     420     376
  118     362     165
  424     375     129
   91     278     356
  287     257     211
  222     471     422
  486     120      68
  324     141     317
  392     282     336
  382      55     253
  466     277     307
  280     244      85
  279     460     101
  495      54     427
  354     222     385
  363      67     234
  322     131     333
  427     399     488
  148     130     380
  438      87     290
  336       4     338
  467     282     452
   47     271     179
  208     497     235
  462     276      81
   19     338     274
   41       1     376
  370      68     304
  255     402      36
  239     428     403
   98     363     252
  212     223     434
  489     493     377
  272     489     139
  349      52     223
   35     256     395
  403     500     152
  289     424     394
   45     103      12
  344     430     151
   13      63      73
   23     104      70
   14     291      69
  323     414     440
  345      94     470
   21     109     220
  344     333      43
  216      89      28
  196     251     110
   44     401     259
  423     469      53
  369      63     273
  384     319     184
  287      62     307
   95     298      26
   56     235     386
  467     205     218
  115     449     463
  474     228      52
  414     490     361
  184     348      69
  157     153     450
  117     273     231
  465     434     335
  497     166      64
  259     188     239
   11      24     213
  422     468       8
  398     469      64
  371     497     114
  268     148     332
  311     404      20
  372      48     419
  206     279     333
  437      89     125
   95      63     449
   84     289     400
  301     125     439
   40     282     390
  374     445     459
   24     310      30
  218      47     241
  447     427     471
   71     477     125
  155     264     499
  357     273     158
  372     282      60
  275     294     444
  338      36     444
  379     254      47
  370     163     195
   12     472      53
  362     257     406
   76     170     331
  201       9     336
  470     130      74
  193     117     303
  121      35     220
  419     354     349
  225     282     173
  131     492     105
   20     185     455
  440     250     107
  139     270     381
  104     437     131
   55     260     140
  132     475     144
  100     424      74
  395     179     346
   21     178      85
   18     327     331
  376     184     215
  497     371      50
  263     466     247
   43      87      65
  460     269     253
    4      91     149
  310     307     478
   16     280     390
  300      66     138
   86     431      27
  362     441     335
  217     443     272
  263       6     419
  141      38     359
  183     265     299
   59     237     383
  135     430     262
  488     259     249
  179     282     458
  139     146     440
  267     281     299
  490     476     345
  484     275     488
  483      61     402
  250     301     466
   98     128     291
  273     207     438
  249     258     394
  231     248     165
   83     213     440
  334      65     429
  458      76      22
  230     418      30
  213     160     256
   39     496     179
   25      38      64
  305     398      67
  352     327     368
   10     312     474
  273       3      36
   35       6       8
  171     287      62
  119     338     254
   63      11     316
   83      67     161
  436     142     112
  328      13     109
   75      44      99
  337     172      21
   11     164      46
   64      89     145
  497     241     169
  492     498     490
  464     107     222
  206      45      57
  231      50     496
   68     136     355
  385     211     204
  110     384     368
  466     481     206
  267     200       3
  247      78     222
   52     372     443
  217      24      65
  181     286     446
   24     327     385
  452     118      56
  461     335     296
  493     236     133
  254     314     338
  213     228     127
   61     479       1
  388     402     369
   38     392     367
  321     377      48
  480      47     226
   81     312     405
  300     335     257
  285     245     253
   78     102     232
  454     368     281
  301     296     166
  222     221     130
   71     214     241
    1     412      10
  141     111     354
  291      62      10
  423     340     118
  484     248     171
  286     440     235
   88     195     385
  213     156     245
   72     196      63
  320     348     104
  415     444     139
  485      55     283
  208     101     321
  499     221      74
  449     416      54
  209      74     420
  264     408     144
   99     202     110
  371     252     383
  174     124     238
  272     180     387
   79     461     317
  417     470     385
  296     199     199
  179     112     440
  348     459      62
   27      87     460
  230     436     176
  337      59      91
  187     119      33
  139     116     380
    3     341      39
  441      24      51
  404     297     228
   39     185     396
  438     407     211
  394     208      47
   32     493       2
   80     488     297
  484     104     274
  398     295      19
  102     369     174
  358     149     462
  204     101     478
  331     470     285
  386     350     373
   93     187     434
  154      51     465
   14     218     292
  303     456     376
  363     370     428
  347     243     218
   66      21     500
  365     408      44
  131     133     286
  363     120     299
  191     288      54
  493     332     167
  186     186     193
  373     457      73
  103     421     203
  140     452     167
  384     392     215
  188     475     201
  384     209     500
   42      17       8
  142      32     303
   66     348     436
  198     386     500
  304      14     151
  466     483      68
  490     344     390
  350     113     433
  420      34     392
  246     148     395
  380     287      99
    3      66     318
  184     150     200
  421      61      75
  204     335     486
  188     185     429
  185     316       4
  230      59     450
  152     224     290
  387      16     461
  489      71     472
  303      22     122
   58     465     153
  281     411     391
  283     188     120
  358     446     188
  485     465     283
  110     425     253
  117     348     308
  265     267      76
  278     131     235
  254     364     442
  370     203     266
   24     206     285
  234     110     169
   32     283      16
  302     309     348
  474     273      15
  271     364     288
  187     143      66
    7      47     358
  371     123     426
  199      52     381
  215     429     410
  306     253     153
   85     384     209
  291     193     408
  421      46      66
   93     101     466
  245     124     139
  337     341      53
  158      47      66
  186     451     246
   13     202     385
  279      91     258
  232     234      58
   97     467     377
  262      63     149
  456      77     347
  449     412     153
   21     287     488
  474     371      22
  216     365     482
  328     101     317
  305      26     410
  500     139     136
  242      29     233
  233     433     467
  405      72      55
  375     392     305
  354     192     229
  486     397     374
  390     424     384
  417     284     476
  252     492     205
  427     162     396
  147     450     430
   13     334     493
  372     165     254
  434     252     413
  280     409     446
  301     355     389
   93     224     324
  199      98     423
  481     244     104
  456     143     456
  487     160     173
  216     456     325
  111     227     498
  120     221      17
  313      64      20
  180      18     358
  278     373      31
  211     238     465
  472     469     114
   37     443     101
  362      44     328
   83     287     151
  102      61     401
  213       4     467
  174     465     487
  218     481     494
   61     325     305
  209      66     473
  430     456     351
   68     325       4
    2     287     470
  104     238     119
  356     266     482
  176      37     130
  157      64     113
  298     472     372
   26     450     464
  261     302     400
  182     388     366
  406     486     219
   42      74       7
  105     226     298
   95     270      23
  489     262     422
  406      67     488
    6     432     235
  491      50     312
  172     245     405
  185     478     249
  255     314     242
  269     204     170
  362     167      89
  390     319     476
  213     327     131
  394      15     428
   46     227     206
  152     110     116
  400     393     259
  235     494     475
  442      59     406
  354     285      81
  132       4     438
  359       6     257
  409     192      40
  456      81     249
  395     488     480
  420     365     173
  241      54     472
  478     409     216
  144     340      70
   76     202     428
  376     359     151
   20     260     243
  208     436      32
  341      57      67
  464     320     242
  322      94     489
  229     196     252
   68     280     140
  224     432     106
  296     329     479
  163     414     468
  159      65     219
  474     496     115
   33     228     290
  258     493     306
  178      50     287
   82     167     190
  136     488     473
  322      46     127
  244     204     264
  389     500     415
  187     325      39
  112     100     247
  334     337      93
   82     393     359
  260     239     231
  267      91     256
  151     120     185
   75      97     241
   81      86      74
  397     332     269
  349     152     438
  440     464     264
  283      15     285
  129     431     128
  223     355      94
  404     209     337
  334     301      55
  488      38     482
  259     116     410
  409     245     353
  147     351     383
   72      30     183
  378     357     464
  361     371      97
  106     191      42
  246      46     254
  118     483     397
  172     488     233
   65     310     348
  239     342     246
  176     158      27
  372     191     398
  321      37      98
  441     381      62
   79     282     491
  259      40     124
  260     280     184
  430     425     325
  172      46     269
  233     381     331
  183     325     246
  433     400     173
  254     117      39
  434     114     107
  417     248     235
  240      49     144
  260       6     296
  389     226     454
  251     420     340
  217     272     347
  456     277     242
  265     417      82
  185     432     347
  159     293      48
  259     315     406
  167     179     420
  418     207     413
  437      38     447
   18     481     395
  405     185     427
  400     218      52
  178     248     385
  252     332     453
   69     227     184
  211     497     500
   15     174      55
  458     307     179
  153     202     426
  127     135     424
  104     408     103
  290     434     110
  266     403     357
  123     245     385
  288     223     388
  183      18     360
  467     488     351
  451      60     383
  456     229      59
  495     121     392
  460     186     307
  176     262     446
  238     471     271
  191     132     436
  338     315     272
  111     352     277
  151     209     305
  120     411     181
  353      25     200
  180     322      25
  214     242     395
  359     332     364
  336      86     178
  245     242     153
  246     211     199
  106     438     329
  276      74     333
  414     484     399
   86     333     402
  171     155     332
  175     242     402
   54     470     487
  287     399     430
  372     240     456
  382     143      96
  181      48      49
  230     237      64
  436       9     208
   78      63     403
  136     218     343
   79     318     170
  266      13     203
  204     282     462
  118     453     343
   37     232     377
  100     139     310
  444     103     252
  305      87     411
  351     457     357
  342     157     452
  302     229     141
  401     122      71
  158     220     348
  491     408     105
   61     352     468
  223     147     280
  328     249     160
  203     193      44
  407     221     260
  317     200     390
  406     465     248
  362     495      74
  206     125       1
  412     303     201
   53     166     231
  240     461     191
  338     260      20
  398     244     403
  418     402      48
  454     485     144
  347     450     286
  165     449     221
  111     342     428
  128     265     416
  365     225     488
  345     391     181
   96     173      97
   31     373      63
  329     279     322
  130     272     167
  338     357     417
   25     266     251
  482      94     178
  188       8     492
   45     366     290
  444       6     134
  376     243     291
  407     321     315
  388      89     397
   31      12     281
  268      67     347
  409      47     137
  118     434     240
   11     345      15
  433     183     213
  290     423     186
  291      81      85
  309      60     261
  313     399     261
  182     122      56
  478     470     193
   47      70     139
  323     290     265
  489     336     412
  405     196     369
  465     197     248
  272     444     345
   28     325     247
  487     208     295
  205     262     445
  283     473     434
  166     277     331
  273     406     395
  330     221     212
  482      68     176
  250     192      26
   79      22     475
  384     237     182
   82      82     253
  316     384     399
  166      63     157
  103     119      93
  246     265     168
  473      46      15
   63     432     495
   78     311     477
  244     275     378
  455     473     318
  165     193     389
  251     273     449
   71     384     147
    4      49     219
  424     181     121
  241     437     150
   57      91     220
  466     232     104
  160     416     454
  417     366      50
  371      11     420
  135      11     433
  284     235     375
  212     159      85
  329      77     280
  406     324     138
  360     202     478
  439     474     260
  277     388     428
  359     197     395
  123      94      93
   85     101     198
  214     294     471
  186      80     232
  482     447     272
  149     403     364
  118     414     460
  162     493     274
    9     104     400
  360     153     464
  495     130      78
  196      63     498
  151     456     193
  494      36     365
  265      58     433
  473     439     279
  237     335     159
  394     145     117
  105     460      39
  440     345     472
   50     214     422
  148      62       7
   37     285      67
  468     285     343
  450     484     174
  357     231     130
  460     120     131
  130     138     152
  115     254     278
  294     482     194
  427     202     152
  386     325     154
  471       9     372
   65     487     309
   80     403     372
  203     152     235
  199     121     498
  267     327     309
  279      63     387
  227     264      69
  384     188     311
   59     481     197
  351      75     239
  480     227     148
   37     467     404
  258     326     221
  398     409      37
  456     246     266
   57     453     400
  312     106     159
  223     301     190
  473     383     486
  129     442     205
   78     352     366
  419     307     260
  424      63     185
  180     134     104
  281     499     176
  171     462      37
  493     299     425
  329     246     260
  357     436     139
  113     373     228
  267     186      34
  145     182       6
  378      98     396
  457     227     466
  301     469     422
  495     141     140
    4      19     209
  209     475     273
  217     242     428
   80     413     356
  325     297     147
  175     235     103
  224     162     485
  154     194     311
  251     318     295
   94     410     337
  226       8     383
  219     417     410
  402     389     344
  440     388     452
   70     410     369
  194     360     319
  419     229     208
   95     296     476
  274     500     343
   27     461     471
   30     173     233
  230      62     392
  440     154     301
  144     235     275
  386     300      58
  438     250     234
   40     473     177
  258      91     233
   55     330      18
   88     225     267
   60     327     263
   88     435     425
  199     148     211
   44     167     441
  280     196     323
  380     263     132
  140     453     199
   67     369     416
  328      28     214
  184      50      24
  241     193     228
  366     285     106
  351     303     169
  453      28     292
  247     145     261
   55      90     382
  190     221     405
  121      64     401
  175     499     213
   28     261      47
   44     369     341
    7     460     161
  366      15     362
  337     176     101
  327     408     380
  474     451     259
  160     471     473
  286     129     440
  106     422     362
  458       3     184
  499     359     452
   25     147     408
  349     486     284
  278     375     166
  218     117      28
   41      31     305
  163      98     330
  266      15     238
  166     383     489
  132     266     275
  371     377      97
   45      49      74
  289     133     230
   41     401      80
  498     255     146
  449     451     314
  341     414     142
   33     310     116
  306     273     366
  366     399     206
   70     433     160
  463      85      37
  166     450     111
  331     421     257
  347     173     238
    1     162     184
  493     230      54
  280     464     269
  215     152      44
  233     253      11
  400      45       9
  213     138     104
  256     286     190
  485     346     261
  180     134      39
  375     437     293
  484      66     471
  271      14     275
  447     304     202
  180       3      10
  469     449      64
  477     118     319
  454     225     156
  238     153      77
  405      60      73
  139     379     154
  435     302     169
   96     300     321
  315      52     471
  413      82      66
   41     450      49
  393     275     110
  157      39     126
  102     405     437
  137     371     189
  141     155      80
   15     181     319
  161     473     400
  458     446     239
  370      88     248
  342     479     192
  172     350     343
  220     434     446
   26     312     364
   45     331     439
  491       5      46
   84     350     102
  266     274     396
  141     372     453
  231     441     424
  275     214      97
  191     249      21
  259      95     225
  178     144     466
  320     247     434
  110     424      38
  430     398     165
  228      54     422
  496     190     234
  406     289     320
  173     108     178
  399       6     492
  265     332     308
   13      49     110
  474      62      90
  199      72     365
   17      36      55
  467     498     221
   12     161     245
  298     132     359
  263      80     339
  327     441     260
  163     396     277
  382      97     456
  466     492     141
  258     329     180
  190     296     124
   35     177     295
  238     447     307
  418     408     111
  124     145     182
  499     155     215
  428     236     280
   62     135     346
  151     151     487
  352     164     246
  466      48     231
  483     104      44
  229     270     477
  301     443     366
   74     445     317
  355      80     127
   95     213     146
  271     283     429
  262     159     220
  315     450      53
  355     249      25
  430     155     435
  233     160      98
   38      79     240
  124     120     105
  358     293     443
   92     354      87
  281      81     454
   17      12     382
   32     118     334
  335     400     470
  465     249     164
  459     375     348
   78     441      47
  337      93     277
   76     273     264
  395      40     465
   45     449     114
  445     125     460
  255      35     297
  364     267     279
  277     368     432
   67     160     406
  291      72     107
  420     108     313
  397      45     203
  472     205     195
  114     167      27
  169      84       5
  474     445     459
  105      98     189
  431     112     175
  386      84      74
  285     134     424
  277       5      40
  314     244     433
  346     419     239
   27     140     117
  148     111     201
  438     246     365
  304      10     264
  373      20     388
  391     186     449
  399     228       5
  260     379     468
  119     246     423
   26     224     392
   28     243     233
  205     138     479
  189      62     439
  271     182     447
  156      76     191
  332      50     280
   44     469     376
  320      79     309
   15     116     287
  149       8      42
  249     309     273
   15      83     354
  248      29     271
  355     360      67
  259      87     472
   10     283     108
  109     349      65
  449     324     410
  182     276     232
  243     409      87
  343     170     137
   10     305     398
  261     458     121
  280     194     426
  283       7     149
  180     239     206
   45     360     191
  261     154     235
  472     107      90
  105     472      19
  358     139     123
  128     400     324
  142     496     318
   63     297     195
  369     183      11
  414     251     266
   82     178      79
  358     121     387
  206     322      10
  297     425     347
  179     163     301
   82     142     168
  403     167     147
  402      74     423
   17     437     383
   21     265      94
  310     174     209
  176     236     159
   69     307     162
  446     156      73
   85     226      26
  320     489       9
  441     289     119
  356     146     319
  483     131      42
  123     304     299
  148     380     351
  326     354     129
  272     177     243
  442     151     426
  292     284      44
  451     439     254
  499     465     123
  452     109     269
  329     222     401
  463     340     454
  147     252     274
  213     256      46
  241     284     481
  386      59     176
  325     109      41
  357     281     416
  119      15     252
  413     115     258
  297     230      59
  123     416     134
  145     189     123
  444     143     327
   84     233     150
  288     178     284
  146      80     330
   39      76     166
  380     183     100
  231     440     292
  279      58     187
  300     126     221
  352     374     478
  458     409     110
  372      21     330
  444     443      17
  203     192     276
  225     107     459
  394     220     493
  392     451     140
  251     204     443
   22      34     411
  315     415     256
  266     399     123
  435     388     136
   73     397      54
  341     364     189
  232     224     206
  160     310     223
  273     161     472
  215     183      61
  125      35     177
  219      95     399
  306     459     432
  212     336     256
  270     459     460
   40     393     122
  441     488     445
  454     399     250
  411      13     429
  309     456     172
   98       4     290
  262     419      82
  130     122     237
  303     236     103
  316     296     177
  377     226     102
   31     402     417
  301     341     378
  271     492     215
  243      96      71
  433     265     362
  325     399     450
   77      56     262
  366      10     470
   16       3     243
   67     195     397
   33     185     465
  214     141     464
  192     436     486
  280      42     386
   68     271     191
  426      15     303
  190     280     192
  112      73      24
  377     296     131
   30     222     245
  324     296     169
  374     113     230
  484      12     132
  183     403     453
   38     166      96
  196     140     427
  341     463     269
  454     414     119
   42      57     251
  465      96     138
  178     291     107
  125     431     267
   71      60     477
  150      43     368
  303     323     444
  231     382     146
  183     291      88
  366     391     254
   37     447      54
  295     351      92
  318     255     382
  161     459      88
  430     445     133
  387     131     105
  131     296     239
  451     217     175
  411     444      78
  221      36     406
  139     432     368
  236     389     414
  125     367     421
  106     215     327
  339     126      78
  483     186     159
  444     252     160
  302     374     163
  419       7     336
   55      12     209
  481     414      96
   79      33      46
  140      12      94
  244     203     383
  240     340     495
  161     480     350
  109      16     215
  259     399     228
  146     428     308
  142      76      52
  460     295     361
   92     423     345
   76     443     347
  262     154     449
   66     460     439
  256     177     135
  431     313      13
  317     142     113
  355      95     406
  447     346     241
  257     243     123
  184     176     150
  494      74     100
    7     286     317
  140     424     432
  305     171       9
  149     238     258
  338     236     367
  102     141     260
   90     463     153
   44     440      84
  416     332      21
  102      33     119
   93      98     348
  401     454      46
   48     332     146
  145     320     267
  305     393     190
  175     106     172
  183     492      96
  456     215     373
   27     465     399
  422     357      50
  157      36     188
  275     171     422
  202      43      25
  146     156     182
   13     104     388
  341     469       5
  156     202     223
   45     174     374
  276     309     354
  475     162     379
  139     240     240
  334      63     385
  425     189      68
  414     227     402
  259     274     463
   36      75     497
  307     218     430
  418     307     298
  141     266      81
  228     410     138
   34     271     333
  423       4      22
   75     415      48
  207     167     373
  251     128      82
  254     303     298
  421     295     247
  363     171     299
  134     354     113
  220     367      81
   28     324     262
  435      15     398
  449     101     130
  473     493     349
  329      50     157
  232     157     444
  175     401     396
  491     369     381
  216     400     175
   57      27      16
  181     248     288
  184     315     119
   26     476     159
  495     454     319
  147     238       4
  431     383     242
  224     465     437
  383     433     300
  334     224     130
   67     270      89
   89     251     230
    8      60     398
  214     254     271
  193     359     129
  303     318     138
  387     323      16
  467     335     392
  142     289     328
  221     484     138
  251      18     301
  177     235       6
   26     113     315
  283     223     258
  205     359     402
  163      91     261
  452     391     494
  201     347     335
   26     243     157
  374     219     134
  350     352      53
  237     346     481
  352      40     384
  410     473     401
  149     319     441
  292     201     352
   70      75     293
  413      56     354
  346     277     271
  384     170     380
  285     229     387
   64     340     397
  174      14     241
  151     294     497
  478      75      61
  111     420     392
  295     405     476
   15     198      79
  338     215     406
   79      28     320
  370     438      13
  192     133     294
  213     227     293
  494      97       5
  259     261      63
   57      21     166
  111     133     238
  159      77      15
  444      82     243
  423     246     138
  482     196      84
  363     420       8
  414     232     341
  154     409     354
  100     413      13
  215     324     323
  154     450     435
  199     477     309
  441     490      68
  349     180       4
  343     373     183
  118     378     207
  408     266     193
  108     319     173
  346     450     154
  319     144     404
  223     338     423
  341      90     216
  410     495     203
  344     167     102
  166     254     452
  440      80     154
  141     373     373
  135      91     304
  144     347     181
  392     120     228
  207     431     220
  346      66     342
  208     395     332
  105     196     105
  434     406     474
  411     467     491
  118     306      54
   12     316     348
   46     399     473
   65     250       9
  311     232     155
  316      10     267
  430     376     479
  353     437     412
  285     500     235
  437     165     342
  475     447     345
  271     334     142
  359     200     335
  387     484     440
  408     419     484
  397     491     322
  423       5     415
  264      67     387
  318      97      90
  349     165     175
  121     472     213
  136     498      30
